,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Finish,Garage Cars,Paved Drive
1223,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,Fin,2.0,Y
1224,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,BLQ,Unf,1.0,0.0,1,0,3,1,TA,6,1,Attchd,Unf,2.0,P
1225,1Story,Gable,Tar&Grv,HdBoard,HdBoard,CBlock,TA,TA,No,BLQ,Unf,0.0,0.0,1,1,3,1,TA,6,1,Attchd,RFn,2.0,Y
1226,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,2,1,3,1,TA,6,0,Detchd,Unf,1.0,Y
1227,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,1,3,1,Ex,10,2,Attchd,Fin,3.0,Y
1228,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,6,1,BuiltIn,Fin,2.0,Y
1229,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,2,1,3,1,Ex,10,1,Attchd,Fin,3.0,Y
1230,2Story,Hip,CompShg,Plywood,Plywood,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,2,1,4,1,TA,8,1,Attchd,RFn,2.0,Y
1231,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,1,0,1,1,Gd,4,1,Attchd,RFn,2.0,Y
1232,1Story,Hip,CompShg,CemntBd,CmentBd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,1.0,2,0,2,1,Gd,5,1,Attchd,Fin,2.0,Y
1233,1Story,Gable,CompShg,WdShing,Plywood,CBlock,Gd,TA,Mn,GLQ,Unf,1.0,0.0,2,0,3,1,TA,6,0,Attchd,Unf,2.0,Y
1234,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,LwQ,ALQ,1.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,2.0,Y
1235,2Story,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,Fa,Fa,No,Unf,Unf,0.0,0.0,2,0,2,1,TA,7,0,Detchd,Unf,2.0,Y
1236,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,RFn,2.0,Y
1237,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,0,3,1,Ex,7,1,Attchd,RFn,2.0,Y
1238,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,TA,8,0,BuiltIn,Fin,2.0,Y
1239,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,2,0,4,1,TA,9,1,Detchd,Unf,2.0,Y
1240,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,4,1,Gd,9,1,BuiltIn,Fin,2.0,Y
1241,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,Gd,6,0,Attchd,RFn,2.0,Y
1242,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,0,2,1,Gd,6,1,Attchd,Fin,2.0,Y
1243,1Story,Hip,WdShake,Stone,HdBoard,CBlock,Gd,TA,Av,ALQ,LwQ,1.0,0.0,2,0,2,1,Gd,10,1,Attchd,Fin,2.0,Y
1244,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,2,1,4,1,Gd,8,1,BuiltIn,Fin,3.0,Y
1245,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,5,1,Detchd,Unf,1.0,Y
1246,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,Gd,6,1,Attchd,Unf,1.0,N
1247,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,6,0,Detchd,Unf,3.0,Y
1248,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,PConc,TA,Gd,Gd,ALQ,Rec,1.0,0.0,2,0,4,1,Gd,8,1,Attchd,Unf,2.0,Y
1249,SLvl,Flat,Tar&Grv,Plywood,Plywood,CBlock,Gd,TA,Av,Unf,Unf,0.0,0.0,2,0,4,1,Gd,8,1,Attchd,Unf,2.0,Y
1250,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,0.0,0.0,2,0,2,1,Gd,5,1,Attchd,Fin,2.0,Y
1251,2Story,Gambrel,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Rec,Unf,0.0,0.0,2,0,3,1,Gd,7,1,Detchd,Unf,2.0,N
1253,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Av,Rec,Unf,1.0,0.0,1,0,2,1,TA,5,0,Attchd,Unf,1.0,Y
1254,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,3.0,Y
1255,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,Gd,6,0,Attchd,RFn,2.0,Y
1257,1Story,Gable,CompShg,BrkFace,BrkFace,PConc,Gd,TA,Gd,LwQ,ALQ,1.0,0.0,1,1,1,1,Gd,5,1,Attchd,Fin,2.0,Y
1258,1Story,Gable,CompShg,BrkFace,BrkFace,CBlock,Fa,TA,Mn,BLQ,Unf,0.0,0.0,1,1,3,1,TA,6,1,Attchd,RFn,1.0,Y
1259,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Mn,GLQ,Unf,1.0,0.0,2,1,3,1,Ex,8,2,Attchd,Fin,3.0,Y
1260,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,1,3,1,TA,7,0,CarPort,Unf,1.0,Y
1261,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,BuiltIn,Fin,2.0,Y
1262,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,6,1,Attchd,RFn,2.0,Y
1263,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,4,1,Ex,9,1,Attchd,Fin,3.0,Y
1264,2Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,LwQ,Unf,0.0,0.0,2,1,4,1,Gd,8,1,Attchd,Fin,2.0,Y
1265,SLvl,Hip,CompShg,WdShing,Wd Shng,CBlock,TA,TA,Av,ALQ,Unf,1.0,0.0,1,0,3,1,TA,6,1,Attchd,RFn,2.0,Y
1266,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
1267,1Story,Gable,CompShg,BrkFace,MetalSd,PConc,TA,TA,No,Rec,Unf,0.0,0.0,2,1,3,1,TA,7,2,Attchd,Unf,2.0,Y
1268,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,1,0,3,1,TA,5,0,Detchd,Unf,1.0,Y
1269,1Story,Gable,CompShg,BrkFace,Wd Sdng,CBlock,TA,TA,No,ALQ,Unf,1.0,0.0,2,0,1,1,TA,6,2,Attchd,Fin,2.0,Y
1271,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,2,1,4,1,Gd,7,1,Attchd,Fin,2.0,Y
1272,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,Attchd,Unf,2.0,Y
1273,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Mn,GLQ,Unf,1.0,0.0,1,1,1,1,Gd,6,0,Detchd,Unf,2.0,Y
1274,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,1,1,3,1,TA,6,0,Detchd,Unf,1.0,Y
1275,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,8,0,Attchd,RFn,2.0,Y
1276,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,2,1,Gd,6,1,Attchd,RFn,2.0,Y
1277,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,1.0,Y
1278,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,RFn,2.0,Y
1279,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,0,3,1,Gd,6,1,Attchd,Unf,2.0,Y
1280,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,Unf,Unf,0.0,2.0,0,2,2,1,Gd,7,1,Attchd,Fin,3.0,Y
1281,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,0.0,0.0,2,0,1,1,Gd,7,1,Attchd,Fin,2.0,Y
1282,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,1,4,1,TA,7,0,Attchd,RFn,1.0,Y
1283,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,2.0,Y
1284,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,Unf,Unf,0.0,0.0,2,1,3,1,Gd,9,1,Attchd,RFn,3.0,Y
1285,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,4,1,Gd,8,0,BuiltIn,RFn,2.0,Y
1286,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,BuiltIn,Fin,2.0,Y
1287,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkTil,TA,TA,No,Unf,Unf,0.0,1.0,1,1,3,1,Fa,7,0,Detchd,Unf,1.0,P
1288,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,ALQ,Rec,1.0,0.0,1,1,3,1,TA,6,2,Attchd,Unf,2.0,Y
1289,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,BLQ,Rec,0.0,0.0,1,0,3,1,TA,6,0,Attchd,Unf,1.0,Y
1290,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,0,4,1,TA,6,0,Attchd,Unf,1.0,Y
1291,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,0,Attchd,RFn,2.0,Y
1292,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,1,1,TA,3,0,Detchd,Unf,1.0,N
1293,2Story,Mansard,WdShake,Plywood,Plywood,PConc,Gd,TA,No,ALQ,Unf,0.0,1.0,2,1,4,1,Gd,8,2,Attchd,Fin,4.0,Y
1294,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,1,2,1,TA,5,0,Detchd,Unf,1.0,Y
1295,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Fa,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,2.0,N
1296,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Gd,GLQ,Unf,1.0,0.0,2,0,3,1,Gd,8,1,Attchd,RFn,3.0,Y
1297,1Story,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,ALQ,Unf,0.0,0.0,2,0,2,1,TA,4,1,Attchd,RFn,2.0,Y
1298,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1299,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,Ex,TA,Gd,GLQ,Unf,0.0,0.0,1,1,1,1,Ex,6,1,Attchd,RFn,2.0,Y
1300,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,6,1,Attchd,Fin,2.0,Y
1301,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,Fa,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,6,0,Detchd,Unf,1.0,N
1302,1.5Fin,Gable,CompShg,MetalSd,MetalSd,PConc,Fa,TA,No,LwQ,Unf,1.0,0.0,2,0,4,1,TA,7,0,Detchd,Unf,1.0,Y
1303,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,RFn,2.0,Y
1304,SLvl,Gable,CompShg,Plywood,Wd Sdng,CBlock,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,1,4,1,Ex,9,3,Attchd,Fin,2.0,Y
1305,1Story,Hip,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Gd,BLQ,GLQ,0.0,0.0,2,0,3,1,Gd,7,1,Attchd,Fin,2.0,Y
1306,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,7,1,BuiltIn,Fin,2.0,Y
1307,2Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,8,0,Detchd,Unf,1.0,Y
1308,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,1,1,0,1,Ex,5,1,Attchd,Fin,2.0,Y
1310,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,Rec,LwQ,0.0,0.0,1,0,2,1,TA,5,0,Attchd,Unf,1.0,Y
1311,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,Unf,Unf,0.0,0.0,2,0,2,1,Gd,7,1,Attchd,Fin,2.0,Y
1312,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,TA,8,0,Detchd,Unf,1.0,N
1313,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Av,GLQ,BLQ,1.0,0.0,1,1,1,1,Gd,4,0,Attchd,RFn,2.0,Y
1314,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,4,1,Gd,7,1,Attchd,Fin,2.0,Y
1315,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,8,1,Detchd,Unf,1.0,Y
1316,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,TA,8,1,Attchd,Fin,2.0,Y
1317,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,Gd,5,0,Detchd,Unf,1.0,N
1318,2Story,Gable,CompShg,Wd Sdng,VinylSd,BrkTil,TA,TA,No,Unf,Unf,0.0,0.0,1,1,3,1,TA,8,0,Detchd,Unf,2.0,P
1319,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,BuiltIn,Fin,2.0,Y
1320,2Story,Gable,CompShg,CemntBd,CmentBd,PConc,Ex,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Ex,10,1,BuiltIn,Fin,3.0,Y
1321,2Story,Gable,CompShg,Plywood,Brk Cmn,CBlock,Gd,TA,No,ALQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Detchd,Unf,2.0,Y
1322,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,BLQ,Unf,0.0,0.0,2,0,3,1,TA,7,1,Attchd,Unf,2.0,Y
1323,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,ALQ,Unf,0.0,0.0,1,1,4,1,TA,7,1,Attchd,Fin,2.0,Y
1324,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,Gd,GLQ,LwQ,1.0,1.0,2,1,3,1,Gd,6,2,Attchd,Unf,2.0,Y
1326,SLvl,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,3,1,Gd,8,1,Attchd,Fin,2.0,Y
1328,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Mn,ALQ,LwQ,1.0,0.0,2,0,1,1,TA,6,0,Detchd,Unf,2.0,Y
1329,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,3,1,Gd,7,1,Attchd,Fin,3.0,Y
1330,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,ALQ,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,Fin,2.0,Y
1332,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Rec,Unf,0.0,0.0,1,1,3,1,TA,7,0,Detchd,Unf,1.0,Y
1333,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,Fa,No,LwQ,Unf,1.0,0.0,1,0,3,1,TA,7,1,Attchd,Unf,1.0,Y
1334,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,Gd,Gd,Unf,Unf,0.0,0.0,2,1,4,1,Gd,9,1,BuiltIn,Fin,3.0,Y
1335,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,CBlock,Gd,TA,Gd,GLQ,Unf,1.0,0.0,2,0,4,1,Gd,9,1,Attchd,RFn,2.0,Y
1336,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,BLQ,Unf,1.0,0.0,2,0,3,1,TA,6,2,Attchd,Unf,2.0,Y
1337,2Story,Hip,CompShg,HdBoard,Stucco,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,8,1,BuiltIn,Fin,2.0,Y
1338,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,GLQ,Unf,1.0,0.0,2,0,3,1,TA,5,0,Attchd,RFn,2.0,Y
1339,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,TA,No,Rec,Unf,1.0,0.0,1,0,4,1,TA,7,0,Detchd,Unf,1.0,Y
1340,2Story,Gable,CompShg,AsbShng,Wd Sdng,Stone,TA,TA,No,Rec,Unf,1.0,0.0,1,0,4,1,TA,7,0,Detchd,Fin,2.0,Y
1341,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,Unf,Unf,1.0,0.0,1,0,3,1,TA,6,0,Attchd,RFn,1.0,Y
1342,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,Av,GLQ,Unf,1.0,0.0,2,1,3,1,Ex,8,1,Attchd,Fin,3.0,Y
1343,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,5,1,Ex,11,1,BuiltIn,RFn,3.0,Y
1344,SLvl,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,Av,GLQ,Unf,1.0,0.0,2,0,3,1,TA,6,0,Attchd,Unf,2.0,Y
1345,1.5Fin,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,LwQ,ALQ,0.0,0.0,2,0,4,1,TA,5,1,Detchd,Unf,2.0,Y
1346,1Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,No,Rec,BLQ,0.0,1.0,1,1,3,1,Ex,6,0,2Types,RFn,2.0,Y
1347,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,2,1,4,1,Gd,12,2,Attchd,RFn,2.0,Y
1348,SFoyer,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,GLQ,Unf,1.0,0.0,1,0,2,1,Gd,5,0,Basment,Fin,2.0,Y
1349,1Story,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,Mn,Unf,Unf,0.0,0.0,2,0,4,2,TA,10,0,2Types,Unf,2.0,Y
1350,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,GLQ,BLQ,1.0,0.0,2,0,2,1,Gd,5,1,Attchd,Fin,2.0,Y
1351,1Story,Gable,CompShg,Wd Sdng,Plywood,CBlock,Gd,TA,Gd,GLQ,Unf,1.0,0.0,1,0,1,1,Gd,4,1,Attchd,Fin,2.0,Y
1352,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,TA,TA,No,BLQ,Unf,0.0,0.0,1,1,3,1,TA,5,0,Attchd,Unf,1.0,Y
1353,2Story,Hip,CompShg,Stucco,Stucco,CBlock,TA,TA,No,LwQ,Unf,0.0,0.0,1,1,3,1,TA,6,1,Detchd,Unf,1.0,Y
1354,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,TA,TA,No,LwQ,Unf,0.0,0.0,2,0,3,1,TA,7,1,Attchd,RFn,2.0,Y
1355,SLvl,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,GLQ,ALQ,1.0,0.0,1,1,1,1,Gd,4,0,Attchd,Unf,2.0,Y
1356,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,Unf,Unf,0.0,0.0,1,0,2,1,TA,4,0,Detchd,Unf,1.0,N
1357,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Av,ALQ,LwQ,1.0,0.0,2,0,3,1,TA,7,2,Attchd,RFn,2.0,Y
1358,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,Ex,TA,No,GLQ,Unf,1.0,0.0,2,0,3,1,Ex,7,1,Attchd,RFn,3.0,Y
1359,2.5Unf,Hip,CompShg,AsbShng,AsbShng,PConc,TA,TA,No,Unf,Unf,0.0,0.0,2,0,2,3,TA,11,0,Detchd,Unf,2.0,N
1360,2Story,Gable,CompShg,WdShing,Plywood,PConc,TA,TA,No,Unf,Unf,0.0,0.0,2,0,4,1,TA,8,2,2Types,Unf,3.0,P
1362,1Story,Gable,CompShg,WdShing,Wd Shng,CBlock,TA,TA,No,ALQ,Rec,1.0,0.0,1,1,3,1,TA,6,1,Attchd,Unf,2.0,Y
1363,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,TA,TA,No,ALQ,Unf,1.0,0.0,1,1,3,1,TA,7,0,Detchd,Unf,1.0,P
1364,1.5Fin,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,1,3,1,Gd,6,0,Detchd,Unf,2.0,N
1365,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,BLQ,Unf,0.0,0.0,1,1,3,1,TA,7,0,Attchd,Unf,1.0,Y
1367,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,GLQ,Unf,1.0,0.0,2,1,4,1,Gd,9,1,Attchd,Fin,3.0,Y
1368,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,Unf,Unf,0.0,0.0,2,0,3,1,Gd,6,0,Attchd,RFn,2.0,Y
1369,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Gd,GLQ,Unf,2.0,0.0,1,1,3,1,Gd,6,1,Attchd,RFn,2.0,Y
1370,1Story,Gable,CompShg,AsbShng,AsbShng,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,5,0,Basment,Unf,1.0,Y
1371,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,TA,TA,No,BLQ,Unf,0.0,0.0,2,1,3,1,TA,7,1,Attchd,Fin,2.0,Y
1373,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,Fa,Mn,Unf,Unf,0.0,0.0,1,0,3,1,Gd,7,0,Detchd,Unf,2.0,Y
1375,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,ALQ,Unf,1.0,0.0,2,0,2,1,Gd,6,1,Attchd,RFn,2.0,Y
1378,2Story,Gable,CompShg,HdBoard,Wd Shng,PConc,Gd,TA,No,ALQ,Unf,0.0,0.0,1,1,3,1,TA,6,0,Detchd,Unf,2.0,Y
1379,1.5Fin,Gable,CompShg,AsbShng,Plywood,PConc,Fa,TA,No,Unf,Unf,0.0,0.0,1,0,3,1,TA,5,0,Attchd,Unf,2.0,Y
1380,1Story,Hip,CompShg,VinylSd,ImStucc,PConc,Ex,Gd,No,Unf,Unf,0.0,0.0,2,0,3,1,Ex,8,1,Attchd,Fin,3.0,Y
1381,1Story,Hip,CompShg,Stucco,Stucco,BrkTil,TA,TA,No,Rec,Unf,1.0,0.0,1,0,2,1,TA,5,1,Detchd,Unf,2.0,Y
1382,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,Unf,Unf,0.0,0.0,2,1,3,1,Gd,8,0,Attchd,RFn,2.0,Y
1383,1Story,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,LwQ,Unf,0.0,0.0,1,0,3,1,TA,5,0,Detchd,Unf,2.0,Y
1386,SFoyer,Gable,CompShg,Plywood,Plywood,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,1,0,1,1,Gd,4,1,Attchd,Fin,2.0,Y
1388,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,Unf,Unf,0.0,0.0,1,1,3,1,TA,7,0,Attchd,Unf,2.0,Y
1389,1.5Fin,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,GLQ,Unf,1.0,0.0,2,1,4,1,Gd,9,1,Attchd,Fin,3.0,Y
