,MS SubClass,MS Zoning,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,Land Contour,Land Slope,Street,Lot Shape
1484,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1485,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1486,1.5 Finished,Residential Medium Density,Inside,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1487,Split,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1488,1.5 Finished,Residential Medium Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1489,2 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1490,1.5 Finished,Residential Medium Density,Corner,BrkSide,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1491,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1492,1 Storey Newer All,Residential Low Density,CulDSac,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1493,1.5 Finished,Residential Medium Density,Corner,BrkSide,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1494,1 Storey Newer All,Residential Low Density,Corner,SawyerW,Feedr,Norm,1Fam,Lvl,Gtl,Pave,IR1
1495,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1496,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1497,1 Storey PUD,Residential High Density,FR2,NAmes,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR2
1498,Split Foyer,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1499,Split,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1500,1 Storey Newer All,Residential Low Density,CulDSac,Gilbert,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1501,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1502,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1503,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1504,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1505,1 Storey Newer All,Residential Low Density,Inside,NAmes,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1506,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1507,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1508,1.5 Finished,Residential Medium Density,Corner,BrkSide,RRAn,Artery,1Fam,Bnk,Gtl,Pave,IR1
1509,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1510,2 Storey PUD,Residential Medium Density,Inside,Blueste,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1512,1 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1513,1 Storey Newer All,Residential Low Density,Corner,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1514,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1515,1.5 Storey PUD,Residential Low Density,Inside,ClearCr,Norm,Norm,Twnhs,HLS,Gtl,Pave,Reg
1516,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1517,1 Storey Newer All,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1518,1 Storey Newer All,C (all),Inside,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1520,1 Storey Newer All,Residential Low Density,Corner,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1521,Split,Residential Low Density,CulDSac,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1522,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1523,1 Storey Newer All,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1524,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1525,1 Storey PUD,Residential Low Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1526,Split,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Bnk,Mod,Pave,Reg
1527,2 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1529,1 Storey Newer All,Residential Low Density,Inside,SWISU,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1530,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1531,1.5 Finished,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1532,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1533,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1534,2 Storey PUD,Residential Medium Density,Inside,MeadowV,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1535,1 Storey Newer All,Residential Low Density,Inside,Veenker,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1536,Split,Residential Low Density,CulDSac,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1537,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1538,Split Foyer,Residential Low Density,Corner,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1539,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1540,2 Storey 1946 Newer,Residential Low Density,Corner,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1541,Split,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1542,2 Storey 1946 Newer,Residential Low Density,CulDSac,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1543,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1546,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1548,1 Storey Newer All,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1549,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1550,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1551,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1552,2 Storey PUD,Residential Medium Density,Inside,BrDale,Norm,Norm,Twnhs,Lvl,Gtl,Pave,Reg
1553,2 Storey 1946 Newer,Residential Low Density,CulDSac,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1554,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1555,2 Storey 1946 Newer,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1556,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1557,1 Storey Newer All,Residential Low Density,Corner,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1558,1 Storey Newer All,Residential Low Density,Corner,Veenker,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1559,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1560,1 Storey Newer All,Residential Low Density,CulDSac,Gilbert,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1561,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1562,Split,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1565,1 Storey Newer All,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1566,Duplex All,Residential Low Density,Inside,SawyerW,Norm,Norm,Duplex,Lvl,Gtl,Pave,Reg
1567,2 Storey 1946 Newer,Residential Low Density,Corner,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1568,1.5 Finished,Residential Medium Density,Corner,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1569,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1570,1 Storey Newer All,Residential Low Density,FR2,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1571,1 Storey Newer All,Residential Low Density,Inside,Veenker,Norm,Norm,1Fam,Low,Gtl,Pave,IR1
1572,2 Storey 1946 Newer,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1573,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1574,1 Storey Newer All,Residential Low Density,FR2,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1575,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1576,1 Storey Newer All,Residential Low Density,Corner,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1577,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1578,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1579,1.5 Finished,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1580,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1581,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1582,2 Storey 1946 Newer,Residential Low Density,Corner,NWAmes,PosA,Norm,1Fam,Lvl,Gtl,Pave,IR1
1583,2 Storey 1946 Newer,Residential Low Density,FR3,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1585,2 Storey PUD,Floating Village Residential,Corner,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1586,1.5 Finished,Residential Medium Density,Inside,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1587,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1588,1 Storey PUD,Residential Low Density,Inside,Timber,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1589,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1590,Split,Residential Low Density,Inside,ClearCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1591,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1592,2 Storey 1946 Newer,Residential Low Density,CulDSac,StoneBr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1593,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1595,2.5 Story All,Residential Medium Density,Corner,OldTown,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1596,1 Storey 1945 older,Residential Low Density,Corner,OldTown,Norm,Norm,1Fam,Lvl,Sev,Pave,Reg
1597,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1598,1 Storey Newer All,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1599,Split,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1600,1.5 Finished,Residential Low Density,Inside,Mitchel,Norm,Norm,1Fam,Lvl,Mod,Pave,IR1
1601,1 Storey Newer All,Residential Low Density,Corner,Somerst,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1602,2 Storey 1946 Newer,Residential Low Density,Corner,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1603,1 Storey Newer All,Floating Village Residential,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1604,2 Storey 1946 Newer,Residential Low Density,Corner,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1605,Duplex All,Residential Low Density,Inside,SawyerW,Feedr,Norm,Duplex,Lvl,Gtl,Pave,Reg
1606,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,RRAn,Norm,1Fam,Lvl,Gtl,Pave,Reg
1607,Split,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1608,Split,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1609,1 Storey Newer All,Residential Low Density,Inside,NWAmes,PosN,Norm,1Fam,Lvl,Gtl,Pave,IR1
1610,Split,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1611,1 Storey PUD,Residential Medium Density,Inside,CollgCr,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1612,1 Storey PUD,Residential Medium Density,Inside,Crawfor,Norm,Norm,TwnhsE,HLS,Mod,Pave,IR1
1613,1 Storey PUD,Residential Low Density,Inside,StoneBr,Norm,Norm,TwnhsE,HLS,Mod,Pave,IR1
1614,1.5 Finished,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,HLS,Mod,Pave,Reg
1615,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1616,1 Storey Newer All,Residential Low Density,CulDSac,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1617,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1618,2 Storey 1946 Newer,Residential Low Density,Inside,NWAmes,PosA,Norm,1Fam,Lvl,Gtl,Pave,Reg
1619,1.5 Finished,Residential Low Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1621,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1622,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1623,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1624,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1625,2 Storey 1946 Newer,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1626,2 Storey 1946 Newer,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1627,1 Storey PUD,Residential Low Density,Inside,NridgHt,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1628,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1629,1 Storey Newer All,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1630,2 Storey 1946 Newer,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1631,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1632,1 Storey Newer All,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1633,1 Storey Newer All,Floating Village Residential,Corner,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1635,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1636,1 Storey PUD,Residential Low Density,Inside,Blmngtn,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1637,2 Storey 1946 Older,Residential Low Density,Inside,BrkSide,RRAn,Norm,1Fam,Lvl,Gtl,Pave,Reg
1638,1 Storey 1945 older,C (all),Inside,IDOTRR,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1639,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1640,1.5 Finished,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1641,1 Storey Newer All,Residential Low Density,Inside,Somerst,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1642,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1643,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1644,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1645,Family Conversion,Residential Medium Density,Inside,IDOTRR,Artery,Norm,2fmCon,Bnk,Gtl,Pave,Reg
1646,Split,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1647,1 Storey Newer All,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1648,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1649,2 Storey 1946 Newer,Residential Low Density,Corner,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1650,1 Storey Newer All,Residential Low Density,Inside,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1651,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1652,2 Storey 1946 Newer,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1653,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1654,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1655,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1656,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1657,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1658,2 Storey 1946 Older,Residential Low Density,Corner,SWISU,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1659,1 Storey Newer All,Residential Low Density,Inside,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1660,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1661,1 Storey W/Finished Attic,Residential Medium Density,Inside,BrkSide,RRAn,Feedr,1Fam,Lvl,Gtl,Pave,Reg
1662,2 Storey 1946 Newer,Residential Low Density,FR2,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1663,1.5 Finished,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1664,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1665,1.5 Finished,Residential Medium Density,Inside,BrkSide,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1666,1 Storey Newer All,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1667,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1668,2 Storey 1946 Newer,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1669,Split Foyer,Residential Low Density,Corner,Mitchel,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1670,1 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,IR1
1671,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1672,1 Storey Newer All,Residential Low Density,Corner,CollgCr,Norm,Norm,1Fam,Low,Mod,Pave,IR2
1673,1 Storey PUD,Residential Low Density,Inside,StoneBr,Norm,Norm,TwnhsE,HLS,Gtl,Pave,IR1
1674,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1675,1.5 Finished,Residential Low Density,Inside,Sawyer,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1676,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1677,1 Storey Newer All,Residential Low Density,Inside,Sawyer,PosA,Norm,1Fam,Lvl,Gtl,Pave,Reg
1678,1 Storey Newer All,Residential Low Density,Corner,NAmes,Artery,Norm,1Fam,Lvl,Gtl,Pave,Reg
1679,1 Storey Newer All,Residential Low Density,Corner,NWAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1680,2 Storey 1946 Newer,Residential Low Density,Inside,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1682,2 Storey 1946 Older,Residential Low Density,Inside,SWISU,Feedr,Norm,1Fam,Lvl,Gtl,Pave,Reg
1683,1 Storey 1945 older,Residential Low Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1685,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1687,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1688,2 Storey 1946 Older,Residential Low Density,Inside,Crawfor,Norm,Norm,1Fam,Bnk,Mod,Pave,IR1
1689,1 Storey 1945 older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1690,2 Storey 1946 Newer,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1691,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1692,2 Storey 1946 Newer,Residential Low Density,Inside,NoRidge,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1693,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1694,1.5 Finished,Residential Low Density,Inside,BrkSide,RRAn,Norm,1Fam,Lvl,Gtl,Pave,Reg
1695,2 Storey 1946 Newer,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1696,1 Storey Newer All,Residential Low Density,CulDSac,Crawfor,PosN,Norm,1Fam,Low,Gtl,Pave,IR1
1697,2 Storey PUD,Floating Village Residential,Inside,Somerst,Norm,Norm,TwnhsE,Lvl,Gtl,Pave,Reg
1698,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1699,1 Storey Newer All,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1700,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1701,1.5 Finished,Residential Medium Density,Inside,OldTown,RRAn,Feedr,1Fam,Lvl,Gtl,Pave,IR3
1702,2 Storey 1946 Newer,Residential Low Density,Corner,CollgCr,PosN,Norm,1Fam,Lvl,Gtl,Pave,IR1
1703,1 Storey Newer All,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1704,1 Storey Newer All,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1706,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Mod,Pave,Reg
1707,2 Storey 1946 Older,Residential Medium Density,Inside,OldTown,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1708,1 Storey Newer All,Residential Low Density,Inside,CollgCr,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1709,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1710,1 Storey Newer All,Residential Low Density,FR2,Sawyer,Feedr,Norm,1Fam,Lvl,Gtl,Pave,IR1
1713,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1714,1 Storey Newer All,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,HLS,Gtl,Pave,Reg
1715,1 Storey Newer All,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,HLS,Gtl,Pave,IR1
1716,1 Storey 1945 older,Residential Low Density,Inside,SWISU,Norm,Norm,1Fam,Bnk,Gtl,Pave,Reg
1717,2 Storey 1946 Newer,Residential Low Density,Inside,Gilbert,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1718,1 Storey Newer All,Residential Low Density,Inside,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1719,2 Storey 1946 Newer,Residential Low Density,Corner,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1720,1 Storey 1945 older,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1721,Split,Residential Low Density,Corner,SawyerW,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR2
1722,1 Storey 1945 older,Residential Low Density,Corner,NAmes,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1723,Split,Residential Low Density,Inside,Edwards,Norm,Norm,1Fam,Lvl,Gtl,Pave,Reg
1724,2 Storey 1946 Newer,Residential Low Density,Inside,NridgHt,Norm,Norm,1Fam,Lvl,Gtl,Pave,IR1
1725,1.5 Finished,Residential Low Density,Inside,NAmes,Artery,Norm,1Fam,Bnk,Gtl,Pave,Reg
1726,1 Storey Newer All,Residential Low Density,Inside,Timber,Norm,Norm,1Fam,Low,Mod,Pave,IR1
